date,Rm-Rf,SMB,HML,RMW,CMA,Rf,Mom,ST_Rev,LT_Rev,Rp_ew_cc
7/3/2008,-0.88,0.28,0.54,0.1,0.43,0.009,-0.53,0.85,0.82,0.000795408
10/3/2008,-1.72,-0.69,0.71,0.46,0.75,0.009,0.74,-1.13,1.12,-0.005836808
11/3/2008,3.57,0.41,-0.14,0.39,-0.34,0.009,-1.08,1.51,-0.07,-0.00073523
12/3/2008,-0.77,0.06,-0.7,-0.23,-0.21,0.009,0.86,-0.18,0.29,0.002332833
13/03/2008,0.65,1.28,-0.2,0.45,-0.37,0.009,0.49,-0.23,-0.75,0.002567074
14/03/2008,-2.07,-0.32,-0.03,-0.06,0.19,0.009,1.22,-0.72,0.13,-0.003303862
17/03/2008,-1.21,-0.86,0.64,-0.17,1.06,0.009,1.06,-1.08,1.7,-0.00096452
18/03/2008,4.09,0.19,-0.61,0.37,-0.69,0.009,-2.53,2.29,-0.39,-2.59E-06
19/03/2008,-2.37,-0.03,0.08,-0.63,0.54,0.009,-0.97,0.64,1.69,-0.004981319
20/03/2008,2.3,0.06,0.22,0.46,-0.29,0.009,-3.54,0.1,0.87,-0.004397371
24/03/2008,1.71,1.11,-0.73,-0.27,-0.95,0.009,-1.35,1.68,-1.29,0.001237464
25/03/2008,0.38,0.37,0.01,-0.19,0.01,0.009,0.69,0.65,-0.95,0.00278664
26/03/2008,-0.82,0.57,-0.19,0.26,-0.55,0.009,2.37,0.4,-0.85,0.003014683
27/03/2008,-1.13,-0.21,0.15,-0.53,0.3,0.009,0.86,0.58,0.24,-0.001927833
28/03/2008,-0.82,-0.47,0.34,-0.08,-0.26,0.009,1.74,-0.48,-0.35,0.000896379
31/03/2008,0.57,0.12,0.52,-0.08,-0.22,0.009,-0.88,-0.08,0.16,0.004674876
1/4/2008,3.37,-0.58,-0.16,0.28,-0.23,0.008,-3.04,0.51,0.13,0.002036859
2/4/2008,-0.09,0.48,0.03,0.11,-0.32,0.008,0.2,0.48,-0.43,0.00349092
3/4/2008,0.14,-0.09,-0.05,-0.25,0.12,0.008,-0.11,0.34,-0.32,-0.000365665
4/4/2008,0.16,-0.01,-0.25,-0.02,-0.02,0.008,1.12,0.83,-0.81,2.73E-05
7/4/2008,0.14,-0.36,0.52,-0.11,0.05,0.008,-0.5,0.49,0.08,-0.000703736
8/4/2008,-0.34,0.32,0.09,0.09,-0.38,0.008,1.39,0.29,-0.84,0.002348893
9/4/2008,-0.96,-0.86,-0.09,0.12,-0.09,0.008,1.79,0.98,-0.18,-0.003808358
10/4/2008,0.53,0.62,-0.75,-0.06,0.1,0.008,0.22,-0.19,0.09,0.002509452
11/4/2008,-2.02,-0.57,0.69,0.12,0.12,0.008,0.14,0.53,-0.27,-0.002615759
14/04/2008,-0.38,0.07,0.16,0.42,-0.12,0.008,1.42,-0.69,-0.8,0.004033832
15/04/2008,0.46,0.33,0.35,0.43,0,0.008,0.25,-0.28,0.2,-0.000740091
16/04/2008,2.27,0.55,0.14,0.11,-0.01,0.008,0.33,-0.66,-0.71,-0.003087904
17/04/2008,-0.1,-0.77,0.21,-0.01,0,0.008,-0.9,0.57,0.37,-0.002297377
18/04/2008,1.67,0.12,-0.74,0.39,-0.36,0.008,-0.93,-0.36,-0.47,-0.005767782
21/04/2008,-0.17,-0.2,-0.33,0.12,-0.46,0.008,0.9,-1.05,-0.89,0.002628872
22/04/2008,-0.97,-1.06,0.32,0.03,-0.4,0.008,1.07,-0.35,0.08,-0.001758856
23/04/2008,0.26,0.13,-1.16,-0.13,0.25,0.008,0.33,0.25,-0.08,-0.004123584
24/04/2008,0.66,0.62,0.2,-0.27,0.42,0.008,-2.67,1.94,1.17,0.003190451
25/04/2008,0.68,0,0.17,0.38,-0.56,0.008,-0.88,-0.1,-0.84,0.001574897
28/04/2008,-0.03,0.6,0.18,0.04,-0.17,0.008,-0.26,0.04,-0.02,0.003308016
29/04/2008,-0.36,-0.36,0.31,-0.44,-0.23,0.008,-0.9,0.85,0.72,0.003647522
30/04/2008,-0.3,-0.09,0.15,-0.18,-0.26,0.008,0.82,-0.2,-0.52,-0.003797749
1/5/2008,1.66,0.13,0.02,-0.59,0.48,0.008,-2.12,1.4,1.09,0.006477285
2/5/2008,0.2,-0.72,0.11,0.08,-0.24,0.008,0.16,0.24,-0.65,-0.000191364
5/5/2008,-0.41,0.33,0.04,0.64,-0.02,0.008,1.11,-0.35,-0.78,0.002994964
6/5/2008,0.75,0.01,0.52,0,-0.19,0.008,-0.03,-0.54,-0.53,-0.008154168
7/5/2008,-1.66,-0.01,-0.12,0.28,0.43,0.008,1.17,0.35,-0.06,0.001686413
8/5/2008,0.37,0.04,-0.01,-0.22,-0.1,0.008,1.19,-0.43,-0.69,-0.001558209
9/5/2008,-0.54,0.65,-0.26,0.09,-0.03,0.008,0.39,-0.12,-0.11,0.000140694
12/5/2008,1.1,0.67,-0.4,0.24,0.39,0.008,-0.52,-0.11,-0.06,-0.004489388
13/05/2008,0.09,0.6,0.03,0.15,-0.1,0.008,0.76,-0.38,-0.58,0.003981224
14/05/2008,0.38,-0.44,0.1,-0.15,0.31,0.008,-0.94,0.5,0.59,-0.000343787
15/05/2008,1.02,-0.1,-0.29,0.12,0.15,0.008,-0.43,-0.34,-0.63,0.002048347
16/05/2008,0.1,-0.38,0.16,0.15,-0.48,0.008,0.92,0.29,-0.88,0.003223295
19/05/2008,-0.02,-0.24,0.37,0.05,-0.19,0.008,0.21,-0.09,-0.14,0.003657533
20/05/2008,-0.8,0.52,0.05,0.24,-0.31,0.008,1.21,-0.11,-0.77,0.001153265
21/05/2008,-1.56,0.47,0.29,0,0.41,0.008,1.02,-0.23,0.39,-0.00434502
22/05/2008,0.38,0.28,-0.05,-0.37,0.27,0.008,-0.63,0.64,0.68,0.000283154
23/05/2008,-1.24,0.08,-0.48,-0.12,-0.14,0.008,0.83,-0.05,-0.13,0.000188365
27/05/2008,0.72,0.59,-0.24,-0.24,0.15,0.008,-0.21,0.12,0.33,-0.002234601
28/05/2008,0.49,0.01,-0.07,0.15,-0.2,0.008,0.73,-0.53,-1.14,0.002741423
29/05/2008,0.61,0.29,-0.33,-0.53,0.09,0.008,-1.08,1.13,0.95,-0.003012239
30/05/2008,0.29,0.26,0.14,0.07,-0.52,0.008,0.45,-0.59,-0.71,0.003728576
2/6/2008,-0.98,0.15,0.41,0.35,-0.07,0.008,0.71,-0.98,-0.46,-0.001122384
3/6/2008,-0.46,0.23,-0.02,-0.18,0.14,0.008,-0.21,-0.04,0.59,0.001007858
4/6/2008,0.02,0.53,-0.69,-0.3,0.26,0.008,-0.07,-0.02,0.43,0.000169091
5/6/2008,1.95,0.42,-0.04,0.48,-0.55,0.008,0.45,0.05,-0.9,-0.001557345
6/6/2008,-2.9,0.13,0.11,0.02,-0.44,0.008,1.78,-1.1,-0.38,-0.000477512
9/6/2008,-0.03,-0.6,0.13,0.68,0,0.008,2.05,-1.21,-0.89,-0.002219862
10/6/2008,-0.31,0.02,-0.38,0.17,0.44,0.008,-0.46,0.99,0.89,-0.001569154
11/6/2008,-1.66,-0.2,0.02,0.3,-0.18,0.008,1.96,-1.42,-0.52,-0.005370117
12/6/2008,0.31,0.02,-0.18,-0.1,0.54,0.008,-0.66,1.01,0.9,-0.000821774
13/06/2008,1.56,0.31,-0.34,0.09,-0.14,0.008,-0.31,0.2,-0.63,-0.000907976
16/06/2008,0.15,0.86,-0.23,0.15,-0.4,0.008,-0.15,0.3,-0.25,-0.000234362
17/06/2008,-0.55,0.09,0.02,0.26,-0.39,0.008,1.67,-1.34,-1.14,0.005613309
18/06/2008,-0.96,0.24,0.41,0.2,0.1,0.008,1.24,-1.09,-0.62,-0.004488478
19/06/2008,0.34,0.45,-0.71,-0.09,0.44,0.008,-0.51,0.48,0.52,0.003754191
20/06/2008,-1.79,0.37,0.11,0.35,-0.01,0.008,1.47,-0.25,-0.16,-0.001267214
23/06/2008,-0.16,-0.61,0.06,0.84,-0.24,0.008,3.16,-1.68,-1.78,-0.001413842
24/06/2008,-0.54,-1.16,0.04,-0.16,0.3,0.008,-1.28,1.58,1.22,0.001878562
25/06/2008,0.64,0.3,-0.49,-0.41,0.19,0.008,-0.84,0.75,0.61,0.004694607
26/06/2008,-2.83,0.54,0.21,0.17,-0.09,0.008,1.91,-1.49,-0.29,-0.00468658
27/06/2008,-0.37,0.2,-0.37,0.4,-0.34,0.008,0.94,-1.18,-0.69,-0.006892019
30/06/2008,-0.07,-1.17,0.77,0.14,-0.04,0.008,1.91,-1.53,-0.8,0.003177217
1/7/2008,0.29,-0.33,0.02,0.45,-0.46,0.007,0.49,-0.01,0.16,4.69E-05
2/7/2008,-2,-0.8,-0.22,-0.13,0.21,0.007,0.06,-0.29,1.3,0
3/7/2008,-0.15,-0.71,-0.09,0.37,0.22,0.007,0.22,-0.09,0.41,0
7/7/2008,-0.81,-0.21,-0.96,0.13,0.22,0.007,1.03,-0.49,0.04,0.000687291
8/7/2008,1.84,1.53,1.75,-0.67,0.28,0.007,-2.98,3.26,1.99,-0.000422648
9/7/2008,-2.06,-0.41,-0.97,0.17,0.14,0.007,2.41,-1.34,-0.44,-0.000368713
10/7/2008,0.65,-0.24,-0.8,0.43,-0.4,0.007,3.17,-1.34,-0.89,-0.003052299
11/7/2008,-0.88,1.21,-0.87,-0.1,0.06,0.007,1.67,-1,-0.29,0.00333234
14/07/2008,-0.93,-0.65,-1.92,0.53,-0.2,0.007,2.64,-2,-1.25,0.000327286
15/07/2008,-0.96,0.86,-1.08,0.3,0.57,0.007,0.16,-0.74,1.21,0.001694467
16/07/2008,2.52,1.24,3.28,-0.68,0.01,0.007,-5.83,6.74,2.47,0.008094083
17/07/2008,1.13,0.93,3.05,-0.59,0.41,0.007,-5.77,2.22,2.43,-0.011407261
18/07/2008,-0.08,-0.48,1.01,-0.07,0.04,0.007,-0.6,0.46,-0.08,-0.000504204
21/07/2008,0.16,0.23,-0.28,-0.17,-0.47,0.007,0.75,1.64,-1.25,0.022959704
22/07/2008,1.37,1.68,2.48,-0.31,0.07,0.007,-4.35,-0.16,1.62,0.003230711
23/07/2008,0.32,0.31,1.19,-0.26,0.5,0.007,-3.83,-1.31,1.71,0.001368233
24/07/2008,-2.31,-0.04,-2.38,0.81,-0.08,0.007,3.83,0.53,-0.49,-0.006456597
25/07/2008,0.47,0.61,-0.89,0.07,-0.34,0.007,1.31,0.65,-0.78,-0.001098432
28/07/2008,-1.76,-0.25,-1.03,0.71,0.05,0.007,2.49,0.8,-0.69,-0.001664823
29/07/2008,2.27,0.42,2.52,-0.26,0.23,0.007,-3.95,-0.88,1.65,-0.007864932
30/07/2008,1.58,-1.32,0.15,0.07,-0.3,0.007,1.35,1.71,-1.67,0.002921771
31/07/2008,-1.16,0.65,0.23,-1.06,0.4,0.007,-0.94,-0.72,1.17,-0.006095649
1/8/2008,-0.47,0.87,0.51,0.02,-0.41,0.006,-1.03,-0.59,0.75,0.007326389
4/8/2008,-1.09,-0.21,0.28,0,0.95,0.006,-1.4,-1.62,2.33,-0.00222226
5/8/2008,2.65,-0.27,1.26,0.02,0.24,0.006,-3.28,-1.09,0.81,0.001413488
6/8/2008,0.5,0.28,-0.96,0.14,-0.84,0.006,0.85,1.51,-0.9,-0.005728715
7/8/2008,-1.73,0.25,-1.4,0.76,0.08,0.006,2.06,1.22,-0.66,-0.004592951
8/8/2008,2.28,0.81,1.24,0.25,0.91,0.006,-2.92,-2.23,1.1,-0.001616456
11/8/2008,0.83,1.6,0.91,-0.07,0.31,0.006,-1.88,-1.57,0.88,0.006667494
12/8/2008,-1.05,0.42,-1.77,0.43,0.07,0.006,2.07,2.16,-0.26,-0.003736943
13/08/2008,-0.15,0.29,-1.41,0.03,-0.6,0.006,3.02,3.31,-2.19,0.000163603
14/08/2008,0.63,0.38,0.88,-0.33,-0.01,0.006,-1.99,-1.08,0.81,-0.000148318
15/08/2008,0.38,-0.23,0.89,-0.17,0.46,0.006,-1.83,-0.86,1,0.002034603
18/08/2008,-1.45,0.04,-0.63,0.45,0.15,0.006,1.73,0.34,-0.42,-0.000876013
19/08/2008,-1,-0.84,-0.8,0.44,-0.33,0.006,2.8,1.83,-1.1,-0.000390407
20/08/2008,0.54,-0.54,0.14,0.31,-0.67,0.006,0.78,1.5,-1.38,0.002601443
21/08/2008,0.12,-1.01,-0.13,0.19,0.01,0.006,0.7,0.26,-0.71,0.003327626
22/08/2008,1.14,0.67,0.68,-0.07,0.46,0.006,-1.86,0.17,1.14,0.002298288
25/08/2008,-1.92,-0.28,-0.38,0.03,-0.02,0.006,0.97,0.26,0.13,0.003449186
26/08/2008,0.33,-0.12,0.22,0.13,-0.22,0.006,0.23,0.71,-0.52,0.000591419
27/08/2008,0.88,0.35,0.31,0,-0.12,0.006,-0.43,0.3,-0.35,-0.002868166
28/08/2008,1.51,0.53,1.36,-0.69,0.16,0.006,-2.01,0.26,0.7,0.001335535
29/08/2008,-1.25,0.32,0.56,-0.2,0.17,0.006,-0.47,0.25,-0.18,0.00090648
2/9/2008,-0.44,0.75,1.42,0.29,0.86,0.007,-2.31,-1.35,2.24,-0.006044197
3/9/2008,-0.23,0.87,1.43,0.03,0.42,0.007,-1.67,-0.54,0.98,0.002974467
4/9/2008,-2.9,0.01,-0.38,0.51,0.34,0.007,1.28,0,0.21,-0.005019984
5/9/2008,0.42,-0.44,1.18,-0.31,0.03,0.007,-0.85,0.25,0.75,0.002603275
8/9/2008,1.76,0.03,1.83,0.41,0.96,0.007,-2.1,-2.93,1.36,0.004105605
9/9/2008,-3.41,0.44,-1.08,0.81,1.07,0.007,0.94,-0.93,1.7,-0.000356375
10/9/2008,0.7,0.25,-0.39,0.47,-0.41,0.007,2.09,1.24,-1.42,-0.000880522
11/9/2008,1.22,-0.95,0.37,0.59,-0.04,0.007,0.71,-0.13,-0.05,-0.000240174
12/9/2008,0.29,-0.2,-0.06,0.48,-0.15,0.007,1.09,1.1,-1.38,0.003532907
15/09/2008,-4.45,0.83,-2.23,0.94,1.21,0.007,2.95,-1.6,0.85,-0.005133352
16/09/2008,1.65,0.84,1.63,-0.17,-0.96,0.007,-0.05,-0.87,-1.21,0.004516641
17/09/2008,-4.6,0.14,-1.93,0.59,0.13,0.007,1.85,-1.09,-0.16,-0.009773494
18/09/2008,4.41,2.14,3.99,-1.79,-0.28,0.007,-4.52,-0.51,1.02,0.011801709
19/09/2008,4.27,-0.94,3.33,-1.91,-1.57,0.007,-3.57,3.89,-1.82,0.011307934
22/09/2008,-3.93,-0.28,-2.84,1,-0.06,0.007,2.66,4.58,-0.83,0.004298875
23/09/2008,-1.55,0.04,0.09,-0.15,0.29,0.007,0.29,0.01,1.04,-0.00740986
24/09/2008,-0.32,-1.3,-0.65,0.11,0.21,0.007,1.06,0.56,0.49,-0.002990134
25/09/2008,1.7,-1.02,0.7,0.2,0.06,0.007,-0.45,0.19,0.06,0.010140686
26/09/2008,0.11,-0.53,0.49,0.31,-0.23,0.007,-0.44,-2.31,1.32,-0.005421271
29/09/2008,-8.26,2.41,-3.28,0.68,0.99,0.007,3.33,-3.29,1.4,-0.016827508
30/09/2008,4.88,-2.69,2.31,-0.18,-1.06,0.007,-2.67,4.14,-0.15,0.02331995
1/10/2008,-0.47,-0.48,2.53,-1.07,0.14,0.004,-1.79,-1.91,2.12,-0.000402957
2/10/2008,-4.2,-0.44,0.3,0.42,1.02,0.004,1.04,-4.9,2.81,-0.007220927
3/10/2008,-1.47,-1.24,-1.21,0.63,0.91,0.004,1.93,-0.17,-0.4,-0.00494028
6/10/2008,-3.95,0,0.26,0.5,0.62,0.004,0.98,-1.99,0.97,0.003243043
7/10/2008,-5.76,0.27,-3.07,0.92,0.53,0.004,3.11,-2.96,-0.28,-0.010605048
8/10/2008,-1.27,-0.71,-1.81,0.75,-0.4,0.004,1.39,-0.01,-0.95,-0.015117124
9/10/2008,-7.36,-0.69,-2.71,-0.08,0,0.004,2.09,-1.47,0.34,-0.003130525
10/10/2008,-0.95,4.73,1.88,-0.05,-0.8,0.004,-0.44,0.31,1.94,-0.014885683
13/10/2008,11.35,-2.99,-1.45,0.08,-0.58,0.004,-1.32,11.22,-5.61,0.020345335
14/10/2008,-0.86,-1.88,3.68,-1.13,0.24,0.004,-1.93,1.84,1.4,0.013553447
15/10/2008,-8.78,0.24,0.07,0.17,0.48,0.004,1.91,-4.98,3.38,-0.004233959
16/10/2008,4.32,1.87,-1.24,1.38,-0.34,0.004,1.4,0.45,-1.08,-0.012727496
17/10/2008,-0.41,-1.19,-0.53,-1.03,0.14,0.004,-0.64,2.21,-1.07,-0.009108759
20/10/2008,4.55,-1.33,-0.12,0.11,0.29,0.004,0.7,2.97,-2.97,0.012850195
21/10/2008,-2.95,0.24,0.47,0.46,-0.11,0.004,0.47,-0.43,0.66,-0.002530521
22/10/2008,-5.76,0.79,-0.09,-0.44,0.02,0.004,1.23,-5.01,2.07,-0.004146022
23/10/2008,0.3,-3.34,-0.4,1.58,0.96,0.004,1.8,-2.35,-1.19,0.005636119
24/10/2008,-3.28,-0.17,-0.7,0.39,0.43,0.004,1.02,-1.15,0.19,0.007542436
27/10/2008,-3.36,-0.83,0.21,1.2,0.64,0.004,0.45,-2.47,2.26,-0.005859851
28/10/2008,9.77,-3.46,0.44,1.06,-0.17,0.004,-1.59,1.25,0.02,-0.008379521
29/10/2008,-0.47,2.45,-0.78,-0.23,-0.92,0.004,-0.98,5.18,-2.93,0.010409633
30/10/2008,2.99,1.71,0,-0.43,-1.05,0.004,-0.94,2.16,-1.15,-0.015885741
31/10/2008,1.88,2.76,1.55,-0.45,-0.35,0.004,-0.41,2.9,0.14,-0.000792974
3/11/2008,-0.05,0.29,0.31,-0.76,0.47,0.001,-0.39,1.46,0.45,0.004686141
4/11/2008,3.57,-2.6,0.41,-0.75,-0.77,0.001,-2.55,2.51,-1.09,0.003319899
5/11/2008,-5.05,-0.13,-1.23,0.37,0.11,0.001,2.19,0.84,-0.51,-0.004871674
6/11/2008,-4.83,1.48,-0.54,0.44,1.23,0.001,3.21,-1.95,1.17,-0.008118296
7/11/2008,2.62,-1.25,-0.54,0.54,-0.13,0.001,-0.22,-0.19,-0.59,-0.001281394
10/11/2008,-1.32,-1.07,-1.63,1.03,0.18,0.001,1.85,-2.37,-1.05,-0.003169471
11/11/2008,-2.25,0.08,0.02,0.32,0.43,0.001,2.74,-2.9,0.75,-0.013213395
12/11/2008,-5.14,-0.65,-1.29,1.03,0.05,0.001,3.57,-3.95,0.6,-0.015334842
13/11/2008,6.79,0.71,0.21,0.52,0.4,0.001,-1.92,0.39,-1.3,-0.004032048
14/11/2008,-4.27,-2.28,0.01,-0.14,0,0.001,0.77,-0.67,-0.03,-0.002868392
17/11/2008,-2.43,1.41,-1.03,0.62,0.17,0.001,2.72,-3.26,-0.15,-0.009166962
18/11/2008,0.7,-1.51,-0.48,0.96,0.4,0.001,1.44,-2.63,-0.55,-0.008059206
19/11/2008,-6.29,-0.78,-2.66,1.3,0.23,0.001,4.01,-5.79,-0.67,-0.01860169
20/11/2008,-6.6,0.96,-2.62,1.43,1.24,0.001,4.58,-4.48,1.86,-0.030707482
21/11/2008,6.11,-1.75,-1.39,0.74,1.1,0.001,-0.49,0.25,-2.89,0.009452198
24/11/2008,6.27,0.12,3.64,-0.6,-1.7,0.001,-7.39,10.74,0.19,0.010333613
25/11/2008,0.94,0.52,2.3,-0.79,-0.09,0.001,-2.07,3.55,0.47,0.013515889
26/11/2008,3.88,1.82,0.25,-0.52,-0.6,0.001,-5.13,3.19,-1.13,0.009263272
28/11/2008,1.06,-0.11,1.25,-1.21,0.06,0.001,-2.42,1.83,0.92,0.000255764
1/12/2008,-8.95,-1.66,-2.84,0.82,0.58,0,4.34,-2.94,0.3,-0.000204424
2/12/2008,3.97,1.19,1.96,-0.8,0.51,0,-1.71,4.37,0.72,-0.002029249
3/12/2008,2.63,0.07,1.05,0.26,0,0,-0.49,2.34,0.8,0.005654264
4/12/2008,-2.9,0.34,0.66,0.17,0.57,0,0.77,-0.58,1.96,8.94E-05
5/12/2008,3.75,0.59,1.06,-0.48,-0.47,0,-1.88,1.72,0.97,0.008778656
8/12/2008,3.8,-0.07,0.29,-0.12,-1.34,0,-4.55,4.44,-2.65,0.007933403
9/12/2008,-2.23,-0.87,-1.06,-0.54,-0.54,0,-0.57,2.56,-0.78,0.01325468
10/12/2008,1.2,0.85,-0.49,0.54,-0.39,0,-1.22,1.69,-1.84,0.011962366
11/12/2008,-2.93,-1.77,-1.78,0.25,0.12,0,1.36,0.35,-0.85,-0.003520087
12/12/2008,0.96,2.49,0.04,-0.17,0.01,0,-0.31,-0.39,0.85,-0.007088156
15/12/2008,-1.54,-1.65,-0.94,0.6,-0.02,0,1.31,0.07,-0.21,-0.000597078
16/12/2008,5.15,0.47,1.91,-0.82,-0.1,0,-3.07,1.03,0.27,0.01007061
17/12/2008,-0.62,1.61,-0.35,0.07,-0.31,0,-1.44,-0.55,-0.3,0.008190069
18/12/2008,-1.83,0.81,-0.43,0.16,-0.14,0,1.48,1.11,0.62,-0.00098497
19/12/2008,0.35,0.74,-0.1,0.18,-0.17,0,-1.22,-0.91,0.4,0.003626998
22/12/2008,-1.87,-0.27,-0.84,0.16,0.61,0,3.42,3.57,0.74,-0.004820565
23/12/2008,-0.89,-0.34,-0.63,0.14,-0.32,0,1.22,0.69,-0.62,0.001868047
24/12/2008,0.51,-0.09,0.39,0.27,-0.05,0,-0.32,-0.1,0.1,-0.003179072
26/12/2008,0.63,0.6,0.13,-0.06,0.19,0,-0.79,-0.13,-0.42,0.004447573
29/12/2008,-0.56,-1.5,0.09,0.46,-0.11,0,1.32,0.99,-0.71,-0.021970728
30/12/2008,2.47,0.83,0.9,-0.07,0.05,0,-1.53,-0.23,-0.14,0.009779402
31/12/2008,1.7,1.68,0.72,-0.65,-0.11,0,-1.84,0.24,0.38,0.000242138
2/1/2009,3.11,-1.48,0.07,-0.49,-0.14,0,-4.34,0.18,-0.78,0.006859161
5/1/2009,-0.28,0.25,-0.65,-0.67,-0.56,0,-3.08,-0.19,-1.3,0
6/1/2009,0.87,1.11,0.9,-0.76,-0.13,0,-5.09,-2.31,0.7,0
7/1/2009,-2.96,-0.03,-1.01,0.29,0.11,0,1.82,2.53,0.23,-0.001943783
8/1/2009,0.47,0.64,0.47,-0.56,0.63,0,-1.61,-1.14,-0.6,0.000132486
9/1/2009,-2.21,-1.65,-1.06,0.41,0.1,0,0.78,1.02,-0.29,-0.001950111
12/1/2009,-2.28,-0.13,-1.71,0.49,0.49,0,3.97,1.22,0.53,-0.000964047
13/01/2009,0.28,0.47,-0.05,-0.25,-0.33,0,0.71,0.64,0.09,0.00427527
14/01/2009,-3.38,-0.74,-1.22,0.35,0.27,0,2.94,0.24,-0.22,0.001334565
15/01/2009,0.39,1.68,-2.05,0.41,0.45,0,1.82,-0.85,-0.79,0.008339733
16/01/2009,0.74,0.11,-0.83,0.26,0.4,0,0.23,-0.78,-0.39,-0.002382571
20/01/2009,-5.34,-0.97,-3.39,0.69,1.27,0,4.73,-3.92,-0.89,0.000529106
21/01/2009,4.21,-0.16,2.04,-0.61,-1.35,0,-4.29,4.69,-1.33,-0.000122432
22/01/2009,-1.62,-1.33,-1.24,0.18,-0.78,0,2.43,-1.37,-0.64,0.007836598
23/01/2009,0.44,-0.26,0.67,-0.4,-0.55,0,-2.54,-0.47,-0.25,0.003151227
26/01/2009,0.54,0.69,-0.3,0.24,-0.25,0,0.07,-1.11,-0.48,-0.004113849
27/01/2009,1.08,-0.14,0.03,-0.48,-0.12,0,-1.28,1.06,0.23,-0.00026981
28/01/2009,3.32,0.17,2.08,-0.47,-0.71,0,-4.07,2.97,-0.01,0.006133399
29/01/2009,-3.23,-0.69,-1.94,0.08,-0.01,0,3.14,-0.64,-0.2,-0.003986883
30/01/2009,-2.16,0.07,-1,0.05,-0.32,0,1.82,-0.71,-0.94,-0.005917959
2/2/2009,0.06,1.2,-0.77,-0.11,0.26,0.001,1.05,-0.51,0.84,-0.002707707
3/2/2009,1.46,-0.73,-1.94,0.69,0.49,0.001,0.88,-1.13,-0.66,0.001714162
4/2/2009,-0.6,-0.36,-0.22,-0.4,-0.61,0.001,-0.89,-0.27,-1.46,-0.001735227
5/2/2009,1.61,0.01,-0.15,0.19,-0.21,0.001,-1.7,0.18,-0.1,0.010113572
6/2/2009,2.79,0.52,2,-0.16,-0.31,0.001,-3.08,4.39,0.82,-0.002329276
9/2/2009,0.03,-0.72,0.08,0.02,-0.43,0.001,-1.42,1.78,0.03,0.005083868
10/2/2009,-4.62,0.3,-2.31,0.37,-0.13,0.001,3.79,-2.64,-0.79,-0.00228331
11/2/2009,0.75,-0.32,0.64,-0.45,-0.03,0.001,-0.81,0.92,1.28,-0.002638546
12/2/2009,0.3,0.24,-0.71,0.28,-0.5,0.001,0.26,-1.16,-0.22,0.000327256
13/02/2009,-0.85,0.51,-0.98,-0.48,-0.23,0.001,-0.18,-1.14,-0.78,-0.002318793
17/02/2009,-4.36,0.47,-2.28,0.79,0.47,0.001,4.3,-0.9,0.73,-0.004316576
18/02/2009,-0.33,-1.01,-0.95,0.73,-0.28,0.001,0.94,-0.54,0.31,-0.001550016
19/02/2009,-1.15,-0.44,-1.49,0.6,-0.27,0.001,1.99,-0.83,-1.21,-0.001639762
20/02/2009,-1.16,-0.25,-1.24,0.64,0.34,0.001,1.43,-1.65,0.09,0.003482073
23/02/2009,-3.43,-0.17,0.68,-0.01,0.57,0.001,1.92,-0.24,1.58,-0.008268053
24/02/2009,4,-0.27,2.5,-1.41,-0.3,0.001,-4.1,3.68,0.54,0.003148078
25/02/2009,-1.15,-1.38,0.23,0.05,-0.07,0.001,0.42,0.17,0.65,0.001377329
26/02/2009,-1.53,-0.2,1.35,0.04,-0.23,0.001,-1.63,1.16,-0.34,-0.001035957
27/02/2009,-2.01,1.18,-1.74,0.4,0.34,0.001,2.31,-4.23,0.02,-0.000177793
2/3/2009,-4.75,-0.44,-0.53,0.48,0.92,0.001,5.24,-4.21,1.28,-0.007608737
3/3/2009,-0.71,-1.15,-2.02,-0.13,-0.84,0.001,0.36,-1.47,-0.71,0.004700327
4/3/2009,2.42,0.12,-0.58,-0.57,-0.12,0.001,-1.66,0.31,-0.86,0.004803742
5/3/2009,-4.21,-1.19,-2.63,0.74,0.06,0.001,3.32,-4.41,0.49,-0.006605368
6/3/2009,0.2,0.25,-0.65,-0.16,-0.12,0.001,0.62,0.47,-0.33,-0.005547962
9/3/2009,-1.09,-0.86,0.46,0.14,-0.64,0.001,-1.67,2,0.01,0.000609676
10/3/2009,6.35,0.18,3.14,-1.84,-0.08,0.001,-6.56,8.11,0.99,0.022021084
11/3/2009,0.3,-0.39,0.62,-0.14,-0.53,0.001,-0.98,0.76,0.06,0.001606396
12/3/2009,4.16,2,1.78,-0.43,-0.01,0.001,-3.57,3.53,1.65,-0.010616252
13/03/2009,0.73,0.24,0.4,-0.12,0.03,0.001,-0.09,1.62,0.86,-0.00294518
16/03/2009,-0.55,-0.9,0.64,0.46,-0.1,0.001,-1.43,1.9,-1.33,-0.00031206
17/03/2009,3.2,1.02,1.21,-0.4,0.04,0.001,-1.46,0.55,0.82,0.002103968
18/03/2009,2.18,1.16,3.19,-0.85,0.32,0.001,-5.14,0.12,1.57,0.007140374
19/03/2009,-1.03,0.22,-1.67,0.3,-0.5,0.001,0.17,1.54,-1.45,0.003419018
20/03/2009,-1.95,-0.76,-0.65,0.31,0.17,0.001,2.83,1.52,0.7,-0.008101225
23/03/2009,6.89,0.5,3.46,-0.75,-0.18,0.001,-7.53,-1.63,-0.34,0.011579619
24/03/2009,-1.93,-1.61,-1.2,0.09,-0.24,0.001,0.23,1.82,-0.55,0.001629511
